UserID,ItemID,Rating,Postcode
1,1,8,NP4 5AA
1,3,9,BD22 6LJ
1,4,4,N5 2ES
1,5,4,TQ12 5BW
1,6,9,S7 2BJ
1,11,0,NP4 5AA
1,15,0,NP4 5AA
1,16,0,S7 2BJ
1,17,8,TQ2 7QL
1,19,0,S7 2BJ
1,21,0,TQ12 5BW
1,24,3,NP4 5AA
1,29,3,DA12 2BD
1,30,0,S10 1WJ
1,31,0,DA12 2BD
1,33,7,NP4 5AA
1,34,0,TQ2 7QL
1,35,1,DA12 2BD
1,38,0,RG7 5JG
1,39,3,S10 1WJ
1,40,0,TQ2 7QL
1,41,0,NP4 5AA
1,43,0,TQ12 5BW
1,46,3,TQ2 7QL
1,47,9,TQ2 7QL
1,48,0,BD22 6LJ
1,55,0,TQ12 5BW
1,56,3,RG7 5JG
1,57,5,RG7 5JG
1,59,0,TQ2 7QL
1,65,0,TQ2 7QL
1,66,9,TQ12 5BW
1,67,8,RG7 5JG
1,70,0,BD22 6LJ
1,72,6,TQ12 5BW
1,73,0,DA12 2BD
1,75,0,S10 1WJ
1,76,3,N5 2ES
1,79,0,RG7 5JG
1,80,0,TQ12 5BW
1,83,0,WR9 9JD
1,86,6,TQ2 7QL
1,90,0,S7 2BJ
1,92,4,S10 1WJ
1,93,3,WR9 9JD
1,95,2,N5 2ES
1,97,2,WR9 9JD
1,100,0,NP4 5AA
1,101,0,DA12 2BD
1,103,5,S10 1WJ
1,104,0,RG7 5JG
1,105,0,DA12 2BD
1,106,0,N5 2ES
1,107,0,S10 1WJ
1,109,0,NP4 5AA
1,110,0,DA12 2BD
1,112,0,BD22 6LJ
1,114,0,BD22 6LJ
1,115,6,TQ2 7QL
1,116,7,TQ2 7QL
1,117,8,NP4 5AA
1,118,0,BD22 6LJ
1,119,5,N5 2ES
1,120,0,TQ2 7QL
1,121,3,BD22 6LJ
1,128,6,S7 2BJ
1,129,0,DA12 2BD
1,130,0,BD22 6LJ
1,132,0,S7 2BJ
1,133,8,S7 2BJ
1,134,1,WR9 9JD
1,135,0,BD22 6LJ
1,136,3,WR9 9JD
1,138,0,TQ2 7QL
1,139,0,TQ2 7QL
1,142,0,RG7 5JG
1,143,1,DA12 2BD
1,146,6,TQ12 5BW
1,147,2,TQ12 5BW
1,148,0,BD22 6LJ
1,151,0,S10 1WJ
1,152,0,S7 2BJ
1,154,0,S10 1WJ
1,157,0,RG7 5JG
1,159,0,S7 2BJ
1,162,7,TQ2 7QL
1,163,0,TQ12 5BW
1,164,0,BD22 6LJ
1,168,8,N5 2ES
1,169,9,TQ12 5BW
1,170,9,BD22 6LJ
1,173,0,N5 2ES
1,179,0,S7 2BJ
1,180,0,S10 1WJ
1,185,0,WR9 9JD
1,188,8,S10 1WJ
1,190,0,TQ2 7QL
1,192,0,RG7 5JG
1,193,0,BD22 6LJ
1,194,7,S7 2BJ
1,196,0,S7 2BJ
1,197,0,N5 2ES
1,198,0,N5 2ES
1,199,3,NP4 5AA
1,200,8,DA12 2BD
1,201,3,WR9 9JD
1,203,0,BD22 6LJ
1,204,0,S10 1WJ
1,205,0,DA12 2BD
1,206,5,TQ2 7QL
1,207,3,S10 1WJ
1,209,0,RG7 5JG
1,210,4,TQ12 5BW
1,211,0,BD22 6LJ
1,212,2,NP4 5AA
1,214,0,TQ12 5BW
1,217,0,NP4 5AA
1,218,5,TQ12 5BW
1,219,7,BD22 6LJ
1,220,4,RG7 5JG
1,221,0,WR9 9JD
1,222,5,TQ12 5BW
1,223,0,WR9 9JD
1,225,0,S7 2BJ
1,228,0,RG7 5JG
1,229,5,NP4 5AA
1,230,1,NP4 5AA
1,231,8,BD22 6LJ
1,232,2,S7 2BJ
1,234,0,N5 2ES
1,236,0,N5 2ES
1,238,0,S10 1WJ
1,243,6,N5 2ES
1,245,0,TQ12 5BW
1,246,9,N5 2ES
1,247,1,S10 1WJ
1,250,0,BD22 6LJ
1,251,0,NP4 5AA
1,256,0,WR9 9JD
1,258,0,N5 2ES
1,263,0,BD22 6LJ
1,264,0,TQ2 7QL
1,265,1,N5 2ES
1,266,0,TQ2 7QL
1,270,0,NP4 5AA
1,271,7,TQ2 7QL
1,272,0,S10 1WJ
1,273,6,NP4 5AA
1,277,0,N5 2ES
1,278,8,S10 1WJ
1,282,9,DA12 2BD
1,283,0,NP4 5AA
1,285,0,DA12 2BD
1,287,0,DA12 2BD
1,288,2,DA12 2BD
1,290,3,WR9 9JD
1,294,0,TQ12 5BW
1,296,0,WR9 9JD
1,297,0,S7 2BJ
1,300,0,BD22 6LJ
1,304,3,DA12 2BD
1,306,7,DA12 2BD
1,309,0,N5 2ES
1,310,6,TQ2 7QL
1,311,3,TQ2 7QL
1,313,1,NP4 5AA
1,314,0,DA12 2BD
1,315,4,NP4 5AA
1,317,0,S7 2BJ
1,318,0,NP4 5AA
1,323,0,BD22 6LJ
1,324,7,N5 2ES
1,325,0,NP4 5AA
1,326,8,WR9 9JD
1,327,0,N5 2ES
1,329,9,RG7 5JG
1,331,4,N5 2ES
1,333,7,DA12 2BD
1,335,0,BD22 6LJ
1,336,9,TQ12 5BW
1,339,0,TQ2 7QL
1,340,0,BD22 6LJ
1,343,4,RG7 5JG
1,345,0,RG7 5JG
1,346,0,BD22 6LJ
1,348,0,TQ2 7QL
1,351,6,WR9 9JD
1,356,0,TQ12 5BW
1,357,1,S7 2BJ
1,358,0,TQ12 5BW
1,363,1,S10 1WJ
1,364,0,S7 2BJ
1,365,0,BD22 6LJ
1,367,8,TQ2 7QL
1,369,4,N5 2ES
1,370,9,S10 1WJ
1,371,0,S7 2BJ
1,373,2,NP4 5AA
1,374,9,BD22 6LJ
1,377,0,WR9 9JD
1,378,4,N5 2ES
1,379,0,WR9 9JD
1,381,3,NP4 5AA
1,382,0,WR9 9JD
1,384,0,WR9 9JD
1,386,0,BD22 6LJ
1,388,0,NP4 5AA
1,391,2,TQ2 7QL
1,394,0,WR9 9JD
1,395,0,RG7 5JG
1,399,0,S7 2BJ
1,400,9,BD22 6LJ
1,401,0,S7 2BJ
1,403,6,TQ2 7QL
1,405,1,TQ12 5BW
1,406,4,RG7 5JG
